============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space( 150. mm) =======================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  186  6 .4364309E+08   1506000E+03  .8461E+06  .5019E+06   .9999997  .0006251  .0004865
T  187  6 .4350580E+08   1506000E+03  .7636E+06 -.6930E+06   .9999988  .0010198 -.0011682
T  188  6 .4355405E+08   1506000E+03 -.9489E+05  .1843E+06   .9999998  .0000457  .0006743
T  189  6 .4350644E+08   1506000E+03 -.5097E+06 -.1903E+07   .9999986 -.0010851 -.0012340
T  190  6 .4352900E+08   1506000E+03 -.2755E+06  .7269E+06   .9999999  .0001876  .0004253
T  191  6 .4361874E+08   1506000E+03  .4334E+06 -.2856E+06   .9999995  .0008529 -.0005375
T  192  6 .4358821E+08   1506000E+03 -.1741E+06 -.1015E+07   .9999982 -.0004027 -.0018380
T  193  6 .4351592E+08   1506000E+03  .8724E+05  .2709E+06   .9999999 -.0001751  .0001393
T  194  6 .4353285E+08   1506000E+03 -.1406E+07 -.4263E+06   .9999981 -.0019108 -.0002358
T  195  6 .4355218E+08   1506000E+03  .1821E+07  .7744E+06   .9999974  .0017424  .0015030
T  196  6 .4352977E+08   1506000E+03 -.2182E+06  .1792E+06   .9999992 -.0010627  .0006558
