============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  C(45 MeV) ==> Dead space+Tr. ROW 0+Tr.( 190. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  133  6 .4306542E+08   1906000E+03  .1887E+07  .6854E+07   .9999890  .0010570  .0045802
T  134  6 .4314888E+08   1906000E+03  .8191E+07  .2607E+07   .9999800  .0059000  .0022660
T  135  6 .4315939E+08   1906000E+03  .1568E+06 -.7612E+06   .9999989  .0000924 -.0014476
T  136  6 .4311065E+08   1906000E+03  .4049E+06  .1068E+07   .9999972 -.0005301  .0022853
T  137  6 .4317367E+08   1906000E+03 -.1205E+07  .2422E+07   .9999981 -.0015176  .0011952
T  138  6 .4316870E+08   1906000E+03 -.9583E+05 -.1852E+06   .9999999 -.0005078  .0000001
T  139  6 .4312827E+08   1906000E+03  .1147E+07 -.1020E+07   .9999989  .0011798 -.0009032
T  140  6 .4315149E+08   1906000E+03  .7871E+06  .2239E+05   .9999997  .0007396 -.0002641
T  141  6 .4308826E+08   1906000E+03  .2724E+06 -.1850E+07   .9999988  .0015499  .0002805
T  142  6 .4311197E+08   1906000E+03 -.4960E+06 -.1537E+07   .9999994 -.0000350 -.0011040
T  143  6 .4321982E+08   1906000E+03 -.6761E+06  .4203E+05   .9999982 -.0017581  .0007690
T  144  6 .4305593E+08   1906000E+03  .2985E+06  .2695E+07   .9999990  .0002973  .0013889
T  145  6 .4312796E+08   1906000E+03 -.1199E+07  .1271E+07   .9999986 -.0004923  .0015976
T  146  6 .4319544E+08   1906000E+03 -.4857E+06 -.1472E+07   .9999947 -.0026807 -.0018463
T  147  6 .4310657E+08   1906000E+03 -.7931E+06 -.2652E+07   .9999952 -.0020854 -.0022749
T  148  6 .4308372E+08   1906000E+03 -.1384E+07  .6116E+06   .9999994 -.0009807  .0005759
T  149  6 .4319535E+08   1906000E+03 -.4315E+06  .1679E+06   .9999964  .0017971  .0020159
T  150  6 .4320540E+08   1906000E+03  .7705E+06  .3312E+06   .9999996  .0009348 -.0000926
T  151  6 .4314794E+08   1906000E+03 -.5793E+06  .8294E+06   .9999980 -.0019762  .0002595
T  152  6 .4314883E+08   1906000E+03 -.2048E+07 -.7146E+06   .9999966 -.0023288 -.0011312
