============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom. B= Backscattered Ion. T= Transmitted Ion.   =
=  Col.#2: Ion Number. Col.#3: Z of atom leaving. Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target. Y.Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= Li(24 MeV) ==> Au absorber+Ni4Si3 windo( 145. mm) =========
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  144  3 .2299927E+08   1456018E+03  .1054E+08  .7651E+07   .9999598  .0069057  .0057131
T  145  3 .2298669E+08   1456018E+03  .6684E+07 -.5548E+07   .9999810  .0045179 -.0041875
T  146  3 .2300155E+08   1456018E+03 -.2148E+08  .8701E+07   .9998524 -.0155091  .0073965
T  147  3 .2296049E+08   1456018E+03  .8245E+07  .3167E+07   .9999685  .0066621 -.0043080
T  148  3 .2297386E+08   1456018E+03  .1504E+07  .5029E+07   .9999935  .0012385  .0033727
T  149  3 .2300092E+08   1456018E+03  .1109E+08 -.5288E+07   .9999664  .0077343 -.0027322
T  150  3 .2297050E+08   1456018E+03 -.6868E+07 -.1203E+08   .9999646 -.0045212 -.0071026
T  151  3 .2297142E+08   1456018E+03 -.5271E+07  .1697E+08   .9999264 -.0029309  .0117721
T  152  3 .2295737E+08   1456018E+03 -.4331E+07 -.4693E+06   .9999974 -.0020930  .0008793
T  153  3 .2295993E+08   1456018E+03  .8067E+07 -.1633E+08   .9999259  .0038562 -.0115496
T  154  3 .2299461E+08   1456018E+03  .3613E+06 -.1099E+08   .9999724 -.0001530 -.0074340
T  155  3 .2296212E+08   1456018E+03  .7810E+07 -.5291E+07   .9999755  .0055436 -.0042692
T  156  3 .2292322E+08   1456018E+03  .9962E+07 -.2108E+08   .9998694  .0068068 -.0146550
T  157  3 .2297841E+08   1456018E+03  .8106E+07  .1869E+07   .9999838  .0056343  .0007775
T  158  3 .2296130E+08   1456018E+03  .4775E+07 -.3982E+08   .9996203  .0022286 -.0274651
T  159  3 .2294882E+08   1456018E+03  .9304E+07  .2116E+08   .9998746  .0058994  .0146971
T  160  3 .2291417E+08   1456018E+03 -.4295E+07  .7010E+06   .9999938 -.0035127  .0003225
T  161  3 .2295499E+08   1456018E+03 -.9714E+07  .8917E+07   .9999798 -.0045595  .0044212
T  162  3 .2289219E+08   1456018E+03  .3057E+08  .8754E+07   .9997392  .0220162  .0060638
T  163  3 .2296242E+08   1456018E+03  .5816E+07 -.2793E+07   .9999936  .0031450 -.0016927
T  164  3 .2297448E+08   1456018E+03 -.1169E+08 -.6089E+06   .9999685 -.0079336 -.0000640
T  165  3 .2301534E+08   1456018E+03  .9095E+07  .1271E+08   .9999398  .0062762  .0089951
T  166  3 .2303049E+08   1456018E+03 -.3934E+07 -.6448E+07   .9999727 -.0038654 -.0063048
T  167  3 .2296854E+08   1456018E+03 -.4041E+08 -.2577E+08   .9994908 -.0272407 -.0166142
T  168  3 .2304003E+08   1456018E+03 -.8304E+07  .1333E+08   .9999475 -.0061474  .0081942
T  169  3 .2297603E+08   1456018E+03  .3747E+07 -.3985E+07   .9999936  .0032009 -.0015975
T  170  3 .2302110E+08   1456018E+03  .1600E+07 -.3744E+07   .9999953  .0017443 -.0025206
T  171  3 .2303529E+08   1456018E+03  .1045E+08  .4266E+06   .9999692  .0078264  .0005184
T  172  3 .2292322E+08   1456018E+03  .5593E+07  .7243E+07   .9999882  .0029453  .0038664
T  173  3 .2299917E+08   1456018E+03  .1581E+08 -.1714E+08   .9998893  .0092716 -.0116337
T  174  3 .2302783E+08   1456018E+03  .6124E+07  .8257E+06   .9999958  .0029122 -.0000560
T  175  3 .2296374E+08   1456018E+03  .1141E+07  .8509E+07   .9999892 -.0001245  .0046358
T  176  3 .2300961E+08   1456018E+03 -.1964E+07  .9729E+06   .9999979 -.0006392  .0019220
T  177  3 .2301196E+08   1456018E+03  .7946E+07  .9255E+07   .9999579  .0049813  .0077047
T  178  3 .2301500E+08   1456018E+03 -.3621E+06 -.1745E+08   .9999294 -.0001853 -.0118832
T  179  3 .2302391E+08   1456018E+03 -.1216E+08 -.1659E+07   .9999616 -.0086360 -.0014931
T  180  3 .2296438E+08   1456018E+03 -.1631E+07  .5640E+07   .9999867 -.0014311  .0049474
T  181  3 .2299123E+08   1456018E+03  .7357E+08 -.1897E+08   .9986603  .0502304 -.0124315
T  182  3 .2302708E+08   1456018E+03 -.2842E+07  .8549E+06   .9999982 -.0015360  .0011442
T  183  3 .2297442E+08   1456018E+03  .9610E+07 -.1390E+08   .9999298  .0069172 -.0096188
T  184  3 .2297453E+08   1456018E+03 -.5763E+07  .1263E+08   .9999566 -.0033617  .0086911
T  185  3 .2305739E+08   1456018E+03  .1477E+08 -.5190E+07   .9999260  .0116066 -.0036343
T  186  3 .2301219E+08   1456018E+03  .1937E+08  .1042E+07   .9998898  .0147124  .0020050
T  187  3 .2292631E+08   1456018E+03 -.9487E+07 -.5905E+07   .9998849 -.0125618 -.0085129
T  188  3 .2295505E+08   1456018E+03 -.1535E+07 -.2165E+08   .9998879  .0001934 -.0149685
T  189  3 .2292971E+08   1456018E+03  .4862E+07 -.1263E+08   .9999636  .0029711 -.0079992
T  190  3 .2299391E+08   1456018E+03  .3853E+07  .1058E+07   .9999931  .0026689  .0025738
T  191  3 .2296444E+08   1456018E+03 -.1123E+08 -.4666E+07   .9999591 -.0082565 -.0036990
T  192  3 .2297839E+08   1456018E+03  .3015E+07 -.6387E+07   .9999870  .0032792 -.0039163
T  193  3 .2303140E+08   1456018E+03  .1311E+08  .4349E+06   .9999644  .0084320  .0002233
T  194  3 .2295148E+08   1456018E+03  .5127E+07 -.1742E+08   .9999114  .0032208 -.0129144
T  195  3 .2307475E+08   1456018E+03 -.1678E+08 -.5193E+07   .9999263 -.0116163 -.0035334
T  196  3 .2296999E+08   1456018E+03  .1452E+08  .2137E+08   .9998491  .0101716  .0140857
T  197  3 .2301380E+08   1456018E+03 -.1440E+08  .2172E+08   .9998368 -.0104461  .0147381
T  198  3 .2301114E+08   1456018E+03  .4101E+07  .9215E+07   .9999821  .0027485  .0053177
T  199  3 .2296595E+08   1456018E+03 -.9745E+07 -.7915E+07   .9999683 -.0063018 -.0048665
T  200  3 .2300855E+08   1456018E+03 -.1573E+08 -.2147E+07   .9999390 -.0109624 -.0013138
T  201  3 .2290554E+08   1456018E+03 -.3084E+08  .1317E+08   .9997335 -.0209907  .0096070
T  202  3 .2302864E+08   1456018E+03  .3376E+07 -.1315E+07   .9999963  .0024209 -.0012725
T  203  3 .2292563E+08   1456018E+03 -.5092E+07 -.8398E+07   .9999845 -.0036672 -.0041975
T  204  3 .2295686E+08   1456018E+03 -.1977E+08  .4541E+07   .9998724 -.0156436  .0032197
T  205  3 .2300907E+08   1456018E+03 -.1195E+08  .2017E+08   .9998688 -.0081297  .0140127
T  206  3 .2298359E+08   1456018E+03 -.5898E+07 -.8232E+07   .9999656 -.0044817 -.0069854
T  207  3 .2293103E+08   1456018E+03 -.6324E+07 -.5110E+07   .9999824 -.0041270 -.0042533
T  208  3 .2293388E+08   1456018E+03 -.8318E+07 -.2060E+08   .9999043 -.0049753 -.0129086
T  209  3 .2295639E+08   1456018E+03  .1959E+08 -.8528E+07   .9998852  .0139446 -.0059283
